book_genre_id,genre_id,book_id
218,4,5220
219,12,348
220,5,1618
221,4,11026
222,7,14485
223,5,20562
224,6,1322
225,3,2613
226,4,24814
227,3,1473
228,5,297
229,3,43529
230,3,13783
231,6,2880
232,4,3424
233,4,12461
234,7,42694
235,4,2004
236,10,17252
237,9,32810
238,8,40388
239,9,10594
240,2,3055
241,5,45369
242,8,15766
243,3,12965
244,12,43993
245,3,11921
246,12,5855
247,9,2560
248,1,9550
249,1,21763
250,12,28769
251,11,15428
252,9,13623
253,11,5128
254,4,10507
255,10,38773
256,7,1506
257,4,31386
258,9,41714
259,1,29934
260,2,22715
261,8,38344
262,7,33292
263,2,7838
264,8,34505
265,7,10885
266,1,23227
267,5,18383
268,7,3420
269,3,20026
270,12,42425
271,3,7286
272,6,1097
273,6,38583
274,12,7848
275,4,13552
276,11,11605
277,2,36953
278,10,2968
279,8,40868
280,7,19511
281,5,35246
282,9,13033
283,1,20738
284,10,39181
285,7,8545
286,11,33546
287,5,41121
288,11,9355
289,11,37598
290,12,19911
291,6,1894
292,1,15923
293,2,30626
294,4,28358
295,4,19444
296,7,12086
297,2,15452
298,7,33922
299,8,28250
300,9,5240
301,5,32979
302,6,14861
303,11,10029
304,4,1814
305,11,15138
306,2,29421
307,10,10599
308,10,42311
309,5,16944
310,4,30340
311,2,7119
312,6,9833
313,10,42719
314,12,6956
315,8,31306
316,8,3152
317,2,14075
318,9,1295
319,3,11901
320,6,40573
321,10,477
322,4,28872
323,12,18018
324,4,27253
325,8,24047
326,11,30193
327,4,32588
328,5,33458
329,11,45294
330,6,22763
331,6,45529
332,12,24953
333,4,32498
334,11,9262
335,12,30358
336,1,5814
337,5,6838
338,9,20019
339,8,4200
340,11,44528
341,1,41652
342,1,1883
343,7,4477
344,7,4069
345,10,42143
346,3,3842
347,6,166
348,1,3291
349,4,13068
350,5,28695
351,4,17619
352,9,8677
353,4,10058
354,9,29506
355,11,37387
356,3,28003
357,2,13733
358,10,34866
359,7,570
360,6,2940
361,7,30821
362,2,22898
363,6,39305
364,7,30733
365,1,7896
366,3,35412
367,2,41780
368,3,16857
369,9,4250
370,12,27118
371,3,32396
372,1,44153
373,11,36522
374,6,34462
375,7,7526
376,1,12078
377,2,30128
378,5,38700
379,8,45500
380,12,15910
381,4,38761
382,11,4066
383,1,2137
384,11,15273
385,8,16394
386,10,16710
387,6,22697
388,3,36507
389,1,1527
390,8,42048
391,7,32110
392,9,6693
393,7,33771
394,1,43363
395,6,30966
396,7,8282
397,2,37169
398,9,3042
399,11,18072
400,7,13659
401,1,37624
402,7,11318
403,5,22789
404,7,27861
405,1,12526
406,8,25993
407,9,98
408,2,6545
409,9,4399
410,7,24949
411,4,42489
412,10,7531
413,9,28815
414,3,44190
415,10,40573
416,5,26401
417,4,4965
418,1,13615
419,1,38917
420,9,28850
421,5,27002
422,10,10537
423,9,8773
424,3,10096
425,6,43074
426,9,19337
427,2,32893
428,1,3921
429,11,40597
430,6,37592
431,9,12582
432,7,965
433,12,26047
434,7,8150
435,6,23276
436,12,1303
437,5,35927
438,12,2749
439,11,27557
440,8,30174
441,12,30129
442,8,16450
443,3,18699
444,10,11295
445,4,37660
446,2,21
447,4,20019
448,12,28872
449,5,4599
450,10,1710
451,7,33013
452,9,2545
453,12,32517
454,9,12803
455,7,11502
456,6,14089
457,10,16720
458,12,5310
459,12,9376
460,10,2304
461,3,22406
462,5,30240
463,2,8500
464,10,8954
465,4,33833
466,11,13076
467,11,1681
468,3,31333
469,10,11301
470,4,32277
471,11,24178
472,9,27315
473,7,41033
474,5,30645
475,3,28958
476,11,38830
477,12,21320
478,8,22036
479,6,4060
480,3,33574
481,1,7035
482,3,35125
483,10,18160
484,8,412
485,9,9515
486,6,7348
487,6,14490
488,1,24006
489,11,759
490,2,10802
491,10,1572
492,10,13215
493,9,164
494,2,15613
495,11,33169
496,11,35148
497,10,1440
498,1,17125
499,4,40127
500,12,29900
501,12,27299
502,6,23608
503,12,28869
504,11,33446
505,9,40219
506,4,13145
507,9,34902
508,3,119
509,5,26206
510,10,2552
511,4,2719
512,2,13722
513,11,43101
514,2,10985
515,7,4248
516,10,23239
517,10,18882
518,7,1428
519,3,10006
520,7,18225
521,2,38918
522,6,5015
523,10,39535
524,4,2932
525,3,31904
526,9,37951
527,3,8954
528,3,1911
529,6,29571
530,1,17701
531,4,27491
532,7,19542
533,5,35234
534,12,15904
535,3,39639
536,8,41130
537,7,16562
538,11,38724
539,3,23774
540,1,22945
541,1,23848
542,8,15138
543,6,11772
544,1,37646
545,9,9657
546,5,18419
547,6,35819
548,12,43682
549,3,5678
550,7,31434
551,11,4241
552,2,26950
553,4,23882
554,4,38093
555,2,24094
556,5,27189
557,3,9151
558,1,28872
559,7,15472
560,3,4515
561,5,30236
562,1,16789
563,10,24115
564,2,5813
565,10,17208
566,2,11380
567,3,33873
568,11,34515
569,11,43010
570,3,18878
571,7,18273
572,6,30289
573,7,30861
574,12,5881
575,10,23824
576,1,99
577,2,40997
578,6,38531
579,12,30271
580,2,27266
581,4,37674
582,1,38673
583,11,42060
584,4,26417
585,9,21188
586,12,21673
587,10,40996
588,5,34509
589,10,18957
590,9,32453
591,4,15249
592,6,39510
593,11,40016
594,12,9338
595,4,13658
596,2,13131
597,8,8953
598,5,33192
599,5,33024
600,11,31031
601,4,20118
602,4,32503
603,9,25752
604,7,28637
605,12,18615
606,7,21685
607,7,30355
608,4,25005
609,8,42854
610,10,1171
611,8,2314
612,3,11286
613,7,29625
614,5,27003
615,2,9981
616,12,6937
617,12,302
618,1,17632
619,4,29011
620,2,27309
621,8,25715
622,8,11324
623,5,4407
624,10,3705
625,3,11728
626,9,18500
627,2,4605
628,5,41851
629,9,43547
630,7,5885
631,9,26046
632,5,14934
633,4,33672
634,1,1805
635,12,32139
636,4,9866
637,11,12931
638,4,17461
639,5,1255
640,6,25566
641,9,23552
642,6,45378
643,11,37690
644,6,31974
645,9,25016
646,6,44380
647,1,10593
648,4,43273
649,1,31361
650,10,5358
651,7,31200
652,12,24814
653,7,1241
654,7,34532
655,3,38736
656,9,28302
657,7,36025
658,1,16881
659,1,30231
660,4,14504
661,1,10456
662,6,13487
663,3,24965
664,3,18081
665,2,35878
666,2,19347
667,9,27149
668,9,864
669,12,38471
670,6,31487
671,9,21621
672,5,24526
673,6,14000
674,10,42926
675,1,33492
676,2,25329
677,9,1590
678,8,15827
679,10,14060
680,11,31076
681,9,12496
682,2,18977
683,11,40180
684,10,7102
685,7,13628
686,2,30491
687,10,3101
688,12,30697
689,6,24888
690,4,4314
691,2,42389
692,2,33735
693,4,45352
694,8,29227
695,10,4339
696,12,8089
697,4,26748
698,10,432
699,4,16685
700,1,39970
701,11,2949
702,1,27038
703,12,34902
704,4,28635
705,9,38426
706,12,18214
707,12,5528
708,4,22508
709,1,5305
710,10,37743
711,4,31994
712,1,18722
713,3,37594
714,6,252
715,12,20862
716,9,9350
717,2,13786
718,8,16091
719,11,32016
720,2,18184
721,10,30355
722,9,23693
723,7,11244
724,5,43433
725,7,11767
726,1,8141
727,4,25352
728,11,17608
729,9,31578
730,1,29022
731,3,42311
732,6,32105
733,11,36244
734,6,22076
735,1,19483
736,8,658
737,1,23640
738,6,43812
739,7,31626
740,9,12216
741,3,38398
742,3,28022
743,8,21330
744,8,31208
745,1,8091
746,12,20086
747,11,30965
748,12,9866
749,12,23931
750,7,3416
751,10,9828
752,3,15019
753,3,36450
754,10,27813
755,10,36450
756,1,18333
757,7,13276
758,4,28404
759,3,14656
760,1,538
761,3,36533
762,7,40376
763,9,20183
764,4,45193
765,1,3303
766,7,16374
767,8,32558
768,3,17783
769,7,36572
770,7,16568
771,6,12081
772,12,11535
773,6,28715
774,8,36424
775,3,1532
776,3,7974
777,11,15952
778,10,28810
779,7,42698
780,3,21974
781,2,1428
782,11,11666
783,12,20355
784,8,40582
785,9,37539
786,9,45101
787,6,6180
788,10,11518
789,9,42869
790,11,22283
791,2,4259
792,7,43220
793,10,39889
794,12,42447
795,12,36334
796,3,17926
797,7,4338
798,8,42932
799,9,42802
800,9,10655
801,8,13538
802,2,14230
803,10,8137
804,11,8852
805,9,11499
806,3,7796
807,9,29036
808,8,28389
809,4,10173
810,10,2400
811,6,29734
812,12,13368
813,10,44229
814,9,24904
815,6,18913
816,12,40891
817,2,663
818,5,285
819,6,1958
820,12,7668
821,8,32900
822,7,18260
823,6,1658
824,9,40220
825,12,28231
826,4,18579
827,6,29164
828,12,10057
829,12,39068
830,11,39068
831,9,21330
832,7,10563
833,7,7855
834,5,16503
835,12,20250
836,9,12840
837,5,29900
838,9,12682
839,2,14487
840,4,44188
841,3,43378
842,12,21538
843,5,23292
844,10,15373
845,1,57
846,12,42323
847,9,15890
848,6,4945
849,2,16335
850,7,43360
851,2,32422
852,5,42078
853,3,15468
854,7,25201
855,11,11324
856,8,3051
857,11,19981
858,10,40276
859,4,11022
860,2,7037
861,5,24657
862,2,13414
863,8,25853
864,11,4742
865,5,10079
866,9,36425
867,12,6851
868,2,35983
869,4,6003
870,11,29993
871,10,19898
872,2,26696
873,7,29823
874,2,13399
875,5,17067
876,3,1538
877,7,16621
878,12,2928
879,12,30651
880,7,42798
881,1,34517
882,6,9186
883,8,31466
884,12,1449
885,3,17252
886,11,8089
887,7,5370
888,7,1428
889,3,42802
890,1,30044
891,12,42701
892,12,43074
893,10,9704
894,7,130
895,6,4829
896,4,43044
897,12,41652
898,1,20501
899,10,25376
900,12,25106
901,3,32558
902,2,14230
903,7,19428
904,3,9838
905,4,1383
906,5,4922
907,10,2547
908,12,36679
909,5,3025
910,12,38911
911,6,3858
912,3,2409
913,10,2673
914,3,24761
915,12,27828
916,3,41658
917,5,17671
918,12,35350
919,7,30196
920,7,30934
921,7,41820
922,7,29936
923,1,30028
924,12,19298
925,1,25142
926,3,359
927,12,37813
928,11,40102
929,11,665
930,7,32398
931,8,25192
932,1,30227
933,10,13414
934,9,2743
935,10,14962
936,8,15676
937,11,17319
938,7,5322
939,4,19400
940,7,43437
941,12,9006
942,9,41662
943,2,2372
944,9,42854
945,9,32500
946,12,35886
947,5,25905
948,6,22538
949,1,3803
950,5,36025
951,8,17296
952,6,8282
953,10,38514
954,5,16886
955,4,3595
956,5,14389
957,2,7041
958,1,26189
959,12,5220
960,7,2646
961,2,18835
962,1,41991
963,5,30705
964,11,8978
965,2,20398
966,7,26051
967,8,35406
968,6,44224
969,7,6528
970,8,42045
971,3,15972
972,6,6222
973,9,40226
974,12,21980
975,6,6151
976,2,24268
977,8,37546
978,10,9245
979,4,1824
980,8,13545
981,6,9767
982,3,3445
983,2,45420
984,12,10382
985,5,40626
986,7,11785
987,5,11978
988,8,13425
989,6,25905
990,7,32588
991,3,42895
992,5,45442
993,5,35489
994,11,7673
995,7,19381
996,4,25804
997,10,7556
998,4,30097
999,4,11854
1000,8,21544
1001,4,5346
1002,10,25794
1003,5,10767
1004,11,7694
1005,7,41416
1006,5,3660
1007,5,24770
1008,8,19361
1009,5,10208
1010,12,19787
1011,5,1796
1012,9,7572
1013,9,44958
1014,11,9866
1015,7,41426
1016,5,14326
1017,7,8703
1018,11,7240
1019,3,17185
1020,2,38905
1021,1,23877
1022,11,13517
1023,2,9595
1024,9,36853
1025,2,36706
1026,7,15952
1027,2,18225
1028,7,13929
1029,1,5816
1030,1,9534
1031,8,6440
1032,11,163
1033,9,8582
1034,4,14016
1035,11,8967
1036,7,8879
1037,2,6107
1038,3,25014
1039,2,35273
1040,3,110
1041,9,23811
1042,1,23700
1043,1,31938
1044,12,22344
1045,9,36255
1046,3,2011
1047,6,83
1048,7,14284
1049,9,13347
1050,5,37051
1051,4,7881
1052,11,45536
1053,5,40470
1054,2,41046
1055,2,34055
1056,6,13211
1057,3,12511
1058,1,36424
1059,10,21059
1060,7,33195
1061,7,14896
1062,3,13964
1063,2,18425
1064,12,31401
1065,2,33017
1066,1,30598
1067,2,19898
1068,8,43130
1069,2,14096
1070,11,17690
1071,10,23010
1072,12,1984
1073,2,40630
1074,5,13823
1075,6,37847
1076,3,16940
1077,10,41654
1078,2,13147
1079,6,11919
1080,3,41460
1081,2,22616
1082,7,14093
1083,10,44866
1084,3,2542
1085,10,32768
1086,9,3679
1087,9,36865
1088,11,19675
1089,9,28926
1090,3,41378
1091,7,16319
1092,2,12448
1093,11,41781
1094,2,16954
1095,3,10096
1096,2,3340
1097,1,13839
1098,9,6539
1099,6,8814
1100,2,13587
1101,1,15420
1102,4,22060
1103,3,9577
1104,4,26999
1105,4,18
1106,7,14983
1107,3,11525
1108,3,12099
1109,4,13067
1110,6,41091
1111,12,41416
1112,12,12827
1113,12,30358
1114,5,36311
1115,3,18923
1116,3,26054
1117,10,20157
1118,3,12546
1119,5,237
1120,9,19179
1121,8,37573
1122,3,21278
1123,1,4515
1124,6,39339
1125,9,45495
1126,7,26133
1127,5,16006
1128,10,30354
1129,4,28606
1130,8,27523
1131,7,23929
1132,12,25118
1133,11,42959
1134,5,31092
1135,12,15673
1136,8,16427
1137,9,14909
1138,12,5356
1139,7,10714
1140,11,25282
1141,6,24765
1142,1,5770
1143,12,6937
1144,10,33561
1145,6,5057
1146,8,19916
1147,5,2265
1148,3,23525
1149,9,28392
1150,4,3836
1151,9,12918
1152,2,18639
1153,6,16728
1154,10,4698
1155,11,23418
1156,11,35254
1157,11,28657
1158,5,23547
1159,11,10853
1160,3,40384
1161,12,6904
1162,7,30585
1163,1,43394
1164,9,12075
1165,9,23310
1166,12,37630
1167,3,1590
1168,8,2626
1169,7,28531
1170,11,38874
1171,4,45336
1172,3,24796
1173,10,9479
1174,2,32780
1175,11,43675
1176,1,2452
1177,7,28699
1178,12,1226
1179,8,31676
1180,12,13593
1181,1,42647
1182,6,2701
1183,3,9
1184,5,37356
1185,11,6407
1186,2,43620
1187,4,5498
1188,2,10208
1189,9,17279
1190,9,41559
1191,3,14698
1192,6,6218
1193,11,2560
1194,10,40540
1195,4,25495
1196,2,21543
1197,9,30176
1198,8,30415
1199,6,18064
1200,7,14403
1201,7,18039
1202,7,30357
1203,3,13821
1204,11,37190
1205,8,26590
1206,5,30626
1207,6,41908
1208,11,1255
1209,10,33028
1210,10,15044
1211,8,40870
1212,3,18762
1213,12,24414
1214,4,23310
1215,12,24982
1216,2,24785
1217,12,10895
1218,3,9833
1219,9,8771
1220,6,24819
1221,11,400
1222,7,6819
1223,8,28570
1224,8,7061
1225,9,25932
1226,4,960
1227,7,42641
1228,12,3660
1229,6,13545
1230,6,5027
1231,7,31882
1232,8,33494
1233,9,34545
1234,6,42148
1235,12,39213
1236,10,2965
1237,6,3351
1238,9,32328
1239,1,44739
1240,10,31628
1241,11,38755
1242,1,7432
1243,6,702
1244,1,37685
1245,7,5073
1246,7,17252
1247,2,3665
1248,7,8373
1249,10,44597
1250,3,37106
1251,2,42323
1252,11,8852
1253,2,22347
1254,4,29788
1255,6,18438
1256,11,10224
1257,4,17153
1258,1,21829
1259,12,45313
1260,9,44131
1261,3,30968
1262,11,10311
1263,11,41908
1264,1,7687
1265,9,41592
1266,7,7536
1267,5,7905
1268,11,14930
1269,11,32295
1270,8,23249
1271,11,43348
1272,12,2770
1273,2,19476
1274,2,19088
1275,7,39623
1276,11,12370
1277,2,8811
1278,11,39539
1279,9,42359
1280,8,25055
1281,9,11570
1282,3,3507
1283,8,14081
1284,4,7010
1285,8,11492
1286,7,22227
1287,5,5891
1288,5,8645
1289,6,12665
1290,10,43384
1291,2,5480
1292,8,43889
1293,1,27500
1294,1,4249
1295,7,30282
1296,2,41513
1297,3,11723
1298,9,28074
1299,1,32330
1300,5,28860
1301,8,43755
1302,8,23884
1303,6,28055
1304,10,40928
1305,9,40223
1306,1,21323
1307,4,3113
1308,6,40536
1309,3,30677
1310,8,1376
1311,2,25074
1312,12,40199
1313,8,21752
1314,6,44170
1315,5,32552
1316,12,13462
1317,4,42512
1318,7,31080
1319,7,43682
1320,6,38761
1321,12,9030
1322,6,6173
1323,6,43739
1324,11,18455
1325,5,28963
1326,11,2056
1327,10,14572
1328,8,16369
1329,10,1419
1330,10,3468
1331,2,1196
1332,5,32872
1333,2,3519
1334,7,1444
1335,10,42632
1336,6,39031
1337,4,6854
1338,12,43476
1339,12,15444
1340,10,16999
1341,12,17807
1342,3,16789
1343,6,32640
1344,6,39398
1345,11,797
1346,2,1814
1347,11,41856
1348,1,39910
1349,4,15012
1350,12,25444
1351,11,43451
1352,6,13836
1353,10,17650
1354,8,23158
1355,5,17878
1356,3,40296
1357,9,40763
1358,11,24634
1359,1,16993
1360,2,2506
1361,2,43758
1362,2,18246
1363,7,38549
1364,12,30085
1365,6,22365
1366,11,38761
1367,7,29093
1368,6,34540
1369,1,6144
1370,1,40010
1371,1,22681
1372,12,42625
1373,2,34627
1374,2,9347
1375,11,39518
1376,5,28822
1377,6,28413
1378,10,85
1379,1,9635
1380,7,26175
1381,11,30602
1382,1,30678
1383,7,8147
1384,9,13730
1385,11,41760
1386,6,6224
1387,8,28382
1388,12,14567
1389,8,16448
1390,5,26090
1391,1,24655
1392,2,23260
1393,9,22293
1394,6,28541
1395,6,8282
1396,3,8969
1397,10,24591
1398,11,13508
1399,5,21242
1400,12,12882
1401,3,4055
1402,1,30028
1403,10,19393
1404,10,30697
1405,10,23964
1406,7,29791
1407,4,25740
1408,8,19512
1409,12,15428
1410,6,36953
1411,2,17018
1412,7,24073
1413,12,3479
1414,3,12652
1415,3,30949
1416,9,38700
1417,7,14026
1418,4,13914
1419,11,12448
1420,7,16267
1421,6,22575
1422,7,4657
1423,3,22822
1424,8,14289
1425,4,45234
1426,12,30923
1427,7,17149
1428,1,38746
1429,11,19433
1430,9,19671
1431,11,16728
1432,2,24312
1433,12,35347
1434,2,25153
1435,8,36244
1436,8,33017
1437,2,17770
1438,3,4359
1439,3,39441
1440,1,22889
1441,10,18251
1442,3,4382
1443,8,43927
1444,11,24956
1445,8,19400
1446,11,35827
1447,6,45557
1448,2,9346
1449,3,38313
1450,6,38155
1451,11,13578
1452,7,22424
1453,11,31898
1454,8,998
1455,10,20429
1456,3,31366
1457,5,4916
1458,1,39633
1459,10,13194
1460,10,43039
1461,5,6557
1462,5,33297
1463,4,14851
1464,8,32121
1465,8,40295
1466,4,22868
1467,10,9350
1468,2,4698
1469,6,17944
1470,10,19682
1471,3,45337
1472,5,11648
1473,11,38913
1474,6,38244
1475,4,54
1476,5,2005
1477,4,13345
1478,6,27823
1479,6,31219
1480,8,28344
1481,7,38928
1482,1,24152
1483,1,4704
1484,8,25367
1485,7,12517
1486,11,1959
1487,5,38803
1488,12,30969
1489,12,29905
1490,10,45349
1491,7,6419
1492,7,22736
1493,10,2157
1494,1,19788
1495,1,38473
1496,4,31864
1497,2,25884
1498,12,16993
1499,11,11671
1500,5,40470
1501,10,27150
1502,7,7781
1503,10,11352
1504,9,25652
1505,2,27491
1506,4,23876
1507,6,37569
1508,1,4540
1509,10,40821
1510,3,10561
1511,11,13006
1512,6,44382
1513,4,3686
1514,5,24288
1515,12,11439
1516,10,22626
1517,12,10916
1518,6,43641
1519,12,39304
1520,10,1369
1521,10,10058
1522,7,40526
1523,2,42060
1524,5,44505
1525,12,466
1526,9,24520
1527,12,39902
1528,10,672
1529,8,8572
1530,7,10939
1531,12,22932
1532,5,4682
1533,11,2880
1534,8,42070
1535,1,23219
1536,10,15981
1537,1,41993
1538,9,18019
1539,9,32833
1540,11,42038
1541,7,35441
1542,8,24202
1543,4,31995
1544,3,18246
1545,2,11553
1546,3,4700
1547,9,38331
1548,12,37134
1549,8,539
1550,4,18829
1551,2,7131
1552,2,14839
1553,8,10967
1554,12,17252
1555,11,37694
1556,8,597
1557,8,25449
1558,6,17056
1559,10,17313
1560,10,44559
1561,8,23843
1562,12,10507
1563,6,31995
1564,8,2057
1565,6,25701
1566,4,26134
1567,6,3087
1568,3,28836
1569,1,15880
1570,11,6871
1571,1,19587
1572,7,38583
1573,5,1226
1574,2,22344
1575,4,13012
1576,12,31267
1577,5,12937
1578,10,28429
1579,7,32295
1580,10,44759
1581,10,22325
1582,8,5230
1583,1,4043
1584,5,8660
1585,6,31670
1586,6,13538
1587,7,2847
1588,3,13413
1589,7,2368
1590,2,16301
1591,2,33810
1592,11,14666
1593,4,14092
1594,8,1824
1595,5,35462
1596,3,32994
1597,10,5981
1598,8,13603
1599,4,14000
1600,9,32505
1601,12,28805
1602,9,21338
1603,12,20929
1604,5,18833
1605,12,29797
1606,5,35751
1607,3,21746
1608,6,2705
1609,4,13667
1610,7,27822
1611,6,17054
1612,10,40070
1613,2,19108
1614,2,29597
1615,4,38775
1616,1,30284
1617,6,26
1618,9,30678
1619,6,41231
1620,6,43438
1621,2,8499
1622,7,3144
1623,8,15553
1624,4,2107
1625,12,9888
1626,6,38296
1627,10,4670
1628,10,9060
1629,12,38830
1630,6,31619
1631,6,26768
1632,11,29506
1633,6,28763
1634,3,20775
1635,4,33453
1636,10,12099
1637,11,17770
1638,9,23894
1639,8,21743
1640,4,4662
1641,3,40496
1642,9,14535
1643,9,21505
1644,1,37381
1645,4,34509
1646,8,34504
1647,9,8214
1648,2,22774
1649,7,37824
1650,5,44002
1651,11,37408
1652,10,14560
1653,5,40005
1654,5,31925
1655,4,37058
1656,11,10987
1657,3,12474
1658,2,25027
1659,10,670
1660,10,22541
1661,6,32835
1662,8,43282
1663,8,13823
1664,5,15373
1665,11,10464
1666,3,27500
1667,11,42867
1668,5,23720
1669,11,24863
1670,4,2811
1671,4,43929
1672,4,8988
1673,3,27299
1674,12,7331
1675,1,10599
1676,11,24634
1677,11,43110
1678,7,23314
1679,2,22483
1680,12,29471
1681,1,25743
1682,6,1693
1683,2,42536
1684,1,29487
1685,5,27404
1686,7,39001
1687,2,16654
1688,4,16151
1689,3,40663
1690,4,30981
1691,2,19156
1692,9,38529
1693,12,19578
1694,3,3316
1695,7,32679
1696,1,1196
1697,6,11499
1698,3,16051
1699,9,14026
1700,6,4864
1701,3,44758
1702,12,866
1703,2,31186
1704,8,42056
1705,7,44436
1706,11,2068
1707,9,10914
1708,8,31382
1709,6,33356
1710,1,25378
1711,2,28631
1712,7,3750
1713,4,16185
1714,10,42156
1715,6,24904
1716,7,44175
1717,2,5321
1718,10,30
1719,12,42622
1720,11,11938
1721,2,7830
1722,11,18837
1723,4,39916
1724,2,17245
1725,3,9862
1726,7,43979
1727,5,38539
1728,5,42148
1729,8,1814
1730,1,4600
1731,5,41538
1732,1,18314
1733,9,13664
1734,7,26697
1735,8,5196
1736,3,34321
1737,9,25564
1738,2,19534
1739,10,27385
1740,2,33353
1741,3,1511
1742,2,9444
1743,2,16898
1744,10,21325
1745,11,12564
1746,5,35805
1747,5,14258
1748,1,90
1749,1,28845
1750,10,8875
1751,6,33672
1752,6,13924
1753,4,25372
1754,2,20249
1755,9,30398
1756,6,1315
1757,3,3147
1758,12,28053
1759,1,43460
1760,6,41091
1761,5,16374
1762,6,32446
1763,4,19327
1764,2,13548
1765,11,15075
1766,4,43980
1767,5,45515
1768,7,22077
1769,5,9262
1770,11,32421
1771,5,22208
1772,5,23042
1773,3,3975
1774,12,38473
1775,7,31975
1776,2,12201
1777,12,25693
1778,5,24149
1779,11,1684
1780,7,10172
1781,3,43889
1782,8,6295
1783,10,1984
1784,10,38503
1785,1,9529
1786,2,41861
1787,9,25120
1788,6,23438
1789,8,35903
1790,11,25709
1791,1,22888
1792,7,13137
1793,6,16441
1794,4,667
1795,10,30992
1796,7,17241
1797,8,32980
1798,2,41793
1799,3,4256
1800,11,16798
1801,7,14169
1802,12,5346
1803,4,24476
1804,8,36071
1805,8,32197
1806,8,41967
1807,11,41675
1808,3,10134
1809,6,43708
1810,6,33933
1811,9,14462
1812,11,2886
1813,9,17015
1814,6,42986
1815,2,22166
1816,3,35441
1817,11,9556
1818,4,40051
1819,8,43669
1820,9,34544
1821,8,16986
1822,4,7277
1823,9,21126
1824,3,18365
1825,4,27798
1826,12,45480
1827,1,12937
1828,4,10826
1829,5,27647
1830,1,1246
1831,9,27652
1832,1,30542
1833,1,19712
1834,12,8927
1835,10,23799
1836,7,29081
1837,7,17624
1838,7,30069
1839,11,31157
1840,8,3580
1841,4,18862
1842,10,74
1843,10,32961
1844,2,24787
1845,7,36303
1846,6,10778
1847,12,24257
1848,6,22082
1849,8,21972
1850,4,43370
1851,10,12590
1852,2,40031
1853,1,8704
1854,8,21766
1855,12,21199
1856,9,40929
1857,6,21114
1858,9,18549
1859,10,40437
1860,12,7987
1861,3,16887
1862,3,19164
1863,6,5370
1864,11,34082
1865,11,32129
1866,1,18930
1867,12,32591
1868,10,12658
1869,1,15348
1870,12,21779
1871,7,18826
1872,5,7126
1873,11,15330
1874,4,29571
1875,12,9361
1876,9,38549
1877,10,21121
