book_author_id,book_id,author_id
214,288,9202
215,288,4715
216,289,4715
217,289,4450
218,289,7613
219,290,4715
220,290,9202
221,291,4715
222,291,9202
223,291,513
224,292,4715
225,292,9202
226,295,7509
227,296,7509
228,296,7943
229,297,7509
230,298,7509
231,298,6328
232,298,8650
233,299,7509
234,299,6257
235,302,1924
236,302,15
237,302,7509
238,313,7098
239,324,2792
240,330,2165
241,332,1902
242,333,4930
243,337,6675
244,348,7407
245,350,7407
246,354,7407
247,355,7407
248,356,7407
249,357,2137
250,359,2137
251,362,6445
252,367,8514
253,377,2137
254,377,1360
255,382,8377
256,382,6529
257,385,3214
258,386,6452
259,394,2819
260,397,37
261,397,6124
262,399,2040
263,400,2040
264,403,2040
265,404,2040
266,406,2040
267,407,2040
268,408,2040
269,409,8608
270,410,8608
271,411,8608
272,412,8608
273,413,8608
274,413,1346
275,413,945
276,414,8608
277,415,8608
278,416,8608
279,418,7265
280,418,8608
281,420,4130
282,421,4130
283,422,4130
284,423,4130
285,424,4130
286,425,4130
287,426,4130
288,426,4354
289,428,4130
290,428,1865
291,431,6691
292,431,559
293,431,5392
294,432,6691
295,434,6691
296,435,6691
297,444,6882
298,444,7014
299,444,6491
300,446,6691
301,447,6691
302,453,6691
303,454,6691
304,456,6691
305,463,6691
306,466,6691
307,475,3867
308,476,8213
309,476,3021
310,477,4537
311,478,7449
312,481,6947
313,484,4590
314,484,3036
315,484,764
316,484,8810
317,484,6632
318,493,6482
319,494,5520
320,494,9054
321,497,1081
322,498,6482
323,498,1776
324,511,4669
325,511,5217
326,511,4954
327,515,1674
328,515,1165
329,515,369
330,523,5917
331,523,1445
332,523,9046
333,524,9046
334,531,8837
335,534,2481
336,534,528
337,537,215
338,538,215
339,539,8010
340,565,1673
341,565,6288
342,570,2377
343,576,6134
344,576,6662
345,576,8782
346,597,1401
347,599,1401
348,619,3818
349,629,7514
350,639,4933
351,639,1084
352,639,7937
353,642,7685
354,642,8593
355,643,4319
356,650,1131
357,650,800
358,655,5170
359,655,3400
360,656,5170
361,656,3287
362,656,620
363,656,5385
364,658,5170
365,658,1483
366,662,621
367,662,5189
368,663,621
369,664,621
370,665,621
371,665,6388
372,667,621
373,668,621
374,668,5189
375,669,621
376,669,6388
377,669,110
378,669,7487
379,670,621
380,670,6152
381,670,5189
382,672,3562
383,672,6856
384,675,1457
385,676,822
386,678,1359
387,681,4940
388,685,750
389,685,4923
390,698,467
391,700,2831
392,700,867
393,702,8578
394,702,6845
395,703,6959
396,707,4467
397,759,2792
398,759,3106
399,759,3577
400,762,2792
401,763,2792
402,764,2792
403,765,2792
404,765,2233
405,766,2792
406,771,918
407,775,8787
408,775,8527
409,787,7381
410,787,763
411,787,7157
412,793,5329
413,793,7902
414,793,8260
415,797,5329
416,797,7902
417,797,8699
418,799,5329
419,799,5690
420,815,3151
421,816,6397
422,821,6397
423,822,6397
424,823,6397
425,824,6397
426,824,3528
427,826,6397
428,827,6397
429,827,6779
430,828,6397
431,828,2913
432,828,8164
433,829,6397
434,830,6397
435,830,3126
436,834,1576
437,834,815
438,835,1576
439,835,815
440,840,2064
441,841,2064
442,842,2064
443,848,159
444,848,2007
445,848,8205
446,864,6772
447,864,123
448,864,3749
449,865,6772
450,865,123
451,865,9194
452,866,3344
453,866,90
454,868,3344
455,868,90
456,869,3344
457,869,90
458,870,3344
459,870,90
460,871,3344
461,871,90
462,872,6772
463,872,123
464,872,6326
465,873,3344
466,873,90
467,880,7397
468,888,2261
469,888,4312
470,890,4428
471,900,6407
472,902,2428
473,903,9180
474,929,573
475,930,573
476,931,573
477,932,1675
478,932,6783
479,932,7386
480,932,573
481,933,573
482,935,6262
483,935,7115
484,941,3548
485,941,2487
486,944,5560
487,944,6956
488,955,2830
489,960,1573
490,965,1573
491,966,1573
492,966,7144
493,968,1573
494,969,1573
495,972,1573
496,972,1619
497,975,1573
498,977,1573
499,980,1573
500,987,6578
501,998,8592
502,998,9032
503,1005,6376
504,1007,6376
505,1014,6225
506,1022,7376
507,1032,2079
508,1032,8739
509,1052,2943
510,1053,2943
511,1059,8758
512,1059,3015
513,1067,1821
514,1068,6802
515,1068,8040
516,1073,7493
517,1078,6775
518,1090,7373
519,1097,2520
520,1099,2520
521,1103,5294
522,1110,4315
523,1111,7402
524,1117,8245
525,1120,809
526,1120,6048
527,1121,6601
528,1121,1406
529,1123,809
530,1130,7472
531,1130,806
532,1130,4895
533,1138,7533
534,1138,8703
535,1164,5798
536,1164,4409
537,1167,663
538,1167,1943
539,1169,7909
540,1171,6010
541,1177,2698
542,1188,8790
543,1188,3877
544,1188,5936
545,1191,2987
546,1191,8851
547,1192,2987
548,1193,2987
549,1193,8851
550,1196,8780
551,1196,6920
552,1197,8780
553,1197,4122
554,1197,790
555,1197,860
556,1198,8780
557,1198,6920
558,1202,8287
559,1202,8200
560,1204,8287
561,1204,8200
562,1206,8287
563,1206,8200
564,1218,685
565,1226,9139
566,1230,9139
567,1230,6469
568,1230,2449
569,1234,7560
570,1241,3697
571,1242,7025
572,1243,3754
573,1243,6582
574,1246,3742
575,1246,696
576,1252,2091
577,1255,2852
578,1265,7745
579,1274,4311
580,1276,4311
581,1281,4311
582,1290,7659
583,1290,1737
584,1295,3910
585,1296,3910
586,1301,6010
587,1302,2134
588,1303,7480
589,1303,4523
590,1305,8303
591,1307,5575
592,1307,8749
593,1312,8588
594,1315,8303
595,1317,8303
596,1318,8303
597,1319,8303
598,1319,7522
599,1320,8201
600,1320,8303
601,1322,1785
602,1322,8303
603,1326,7001
604,1326,8929
605,1327,7001
606,1327,7613
607,1328,7001
608,1328,1010
609,1334,7001
610,1334,738
611,1337,4535
612,1337,7355
613,1337,1417
614,1338,7001
615,1338,1001
616,1342,7001
617,1342,3712
618,1351,7001
619,1351,1010
620,1354,7001
621,1354,8929
622,1354,1291
623,1362,3319
624,1362,604
625,1362,4368
626,1363,3319
627,1363,604
628,1363,4368
629,1364,3319
630,1364,3285
631,1365,3319
632,1365,1111
633,1365,7613
634,1366,3319
635,1366,604
636,1366,355
637,1367,3319
638,1367,3995
639,1367,8923
640,1368,3319
641,1368,2278
642,1368,2940
643,1368,7703
644,1369,3319
645,1369,6842
646,1371,3356
647,1371,7466
648,1371,748
649,1373,3356
650,1373,8142
651,1373,8023
652,1374,3356
653,1374,7468
654,1374,335
655,1375,3356
656,1375,7466
657,1375,748
658,1376,3356
659,1376,2209
660,1376,6863
661,1376,1538
662,1377,3356
663,1377,8905
664,1378,3356
665,1378,8023
666,1378,8142
667,1381,3356
668,1381,7466
669,1381,748
670,1382,3356
671,1382,7468
672,1382,1544
673,1383,3356
674,1383,7359
675,1384,3356
676,1384,2209
677,1384,6863
678,1384,1538
679,1387,3356
680,1387,8905
681,1391,8869
682,1391,671
683,1402,8869
684,1402,3299
685,1402,2786
686,1403,2222
687,1405,8869
688,1405,1155
689,1408,6686
690,1417,9105
691,1417,8229
692,1417,20
693,1419,9105
694,1420,9105
695,1420,3190
696,1420,7195
697,1423,7166
698,1423,49
699,1423,1621
700,1423,4042
701,1424,6772
702,1424,123
703,1425,6772
704,1425,123
705,1426,6772
706,1427,6772
707,1427,5561
708,1428,6772
709,1428,123
710,1429,6772
711,1429,1444
712,1431,6772
713,1431,5561
714,1431,5003
715,1433,9105
716,1433,8229
717,1433,20
718,1437,1059
719,1438,9105
720,1438,8497
721,1439,3006
722,1439,3321
723,1440,8619
724,1440,1003
725,1441,8619
726,1441,6759
727,1444,8619
728,1444,1003
729,1445,8619
730,1445,8297
731,1449,8619
732,1449,3995
733,1449,8923
734,1459,8619
735,1459,1003
736,1461,1525
737,1462,2583
738,1462,7359
739,1462,1767
740,1462,7197
741,1462,7099
742,1463,2583
743,1463,1767
744,1463,7359
745,1463,2461
746,1463,2415
747,1463,9019
748,1465,2583
749,1465,1767
750,1465,7359
751,1465,9019
752,1465,2715
753,1465,1228
754,1466,444
755,1466,2583
756,1467,2583
757,1467,6311
758,1467,4372
759,1468,2583
760,1468,1767
761,1468,7359
762,1468,9019
763,1468,4301
764,1468,7679
765,1470,2583
766,1470,1767
767,1470,7359
768,1470,9125
769,1470,9019
770,1473,2583
771,1473,4277
772,1473,7334
773,1474,2583
774,1474,1792
775,1475,2583
776,1475,2077
777,1476,2583
778,1476,4277
779,1476,7334
780,1479,2583
781,1479,7175
782,1479,6843
783,1480,2583
784,1480,1864
785,1480,3539
786,1486,2583
787,1488,9127
788,1489,2583
789,1489,3746
790,1489,7613
791,1491,2583
792,1491,1792
793,1494,2583
794,1494,9019
795,1495,2583
796,1495,1792
797,1499,2583
798,1499,2963
799,1499,6009
800,1504,9016
801,1506,7494
802,1509,2583
803,1509,1792
804,1510,2583
805,1510,1792
806,1511,2583
807,1511,6605
808,1515,2583
809,1515,1767
810,1515,7359
811,1516,77
812,1516,1767
813,1516,7359
814,1517,77
815,1517,1767
816,1517,7359
817,1517,7981
818,1518,77
819,1518,125
820,1518,6843
821,1519,77
822,1519,7466
823,1519,9021
824,1521,77
825,1521,6878
826,1521,3272
827,1523,77
828,1523,6964
829,1525,77
830,1525,8478
831,1526,77
832,1526,1845
833,1526,8105
834,1527,77
835,1527,7359
836,1527,1767
837,1529,8085
838,1530,77
839,1530,2954
840,1530,7339
841,1531,77
842,1531,1845
843,1531,8105
844,1532,77
845,1532,2194
846,1533,77
847,1533,2194
848,1536,8114
849,1536,1767
850,1536,7359
851,1536,4384
852,1536,6100
853,1537,8114
854,1537,6746
855,1538,8114
856,1538,6746
857,1540,8114
858,1540,7468
859,1540,2172
860,1542,8114
861,1542,7466
862,1542,748
863,1546,8114
864,1546,6878
865,1546,6759
866,1547,8114
867,1547,1767
868,1547,1232
869,1548,8114
870,1548,2197
871,1549,8114
872,1549,2234
873,1549,3150
874,1554,8114
875,1554,3555
876,1555,8114
877,1555,6746
878,1558,8114
879,1558,7627
880,1559,8114
881,1559,748
882,1559,1516
883,1560,544
884,1560,9019
885,1560,7359
886,1560,2161
887,1561,544
888,1561,3970
889,1562,544
890,1562,6311
891,1563,544
892,1563,1845
893,1566,544
894,1566,6878
895,1567,544
896,1567,111
897,1568,544
898,1568,3970
899,1571,544
900,1571,4894
901,1572,544
902,1572,3970
903,1576,544
904,1576,1708
905,1577,544
906,1577,2172
907,1579,544
908,1579,3970
909,1584,8894
910,1585,2150
911,1586,544
912,1586,2161
913,1590,544
914,1590,7799
915,1591,544
916,1591,7910
917,1592,544
918,1592,111
919,1592,1708
920,1592,1723
921,1595,319
922,1618,5686
923,1620,2934
924,1625,9105
925,1627,475
926,1633,1679
927,1634,2886
928,1642,7206
929,1643,7206
930,1645,7206
931,1645,270
932,1646,7206
933,1654,7206
934,1658,4728
935,1658,5045
936,1664,4728
937,1664,5045
938,1667,2554
939,1681,611
940,1681,4286
941,1681,5600
942,1684,611
943,1684,8604
944,1684,5538
945,1685,611
946,1685,966
947,1685,4286
948,1686,6890
949,1693,611
950,1693,1550
951,1698,611
952,1698,6890
953,1698,2709
954,1702,2819
955,1703,3282
956,1707,611
957,1707,864
958,1707,2242
959,1709,485
960,1710,485
961,1713,6564
962,1713,254
963,1715,6564
964,1715,1846
965,1715,1937
966,1718,6564
967,1718,748
968,1718,1175
969,1720,6564
970,1720,9104
971,1721,6564
972,1721,9104
973,1722,6514
974,1722,3612
975,1725,6564
976,1725,3558
977,1725,2786
978,1728,6564
979,1728,6841
980,1729,6564
981,1729,2694
982,1730,6564
983,1730,2694
984,1731,6514
985,1731,6016
986,1744,6036
987,1750,1232
988,1752,8114
989,1752,7175
990,1752,1232
991,1761,8114
992,1761,7175
993,1761,1232
994,1771,7289
995,1771,5782
996,1796,3356
997,1796,7468
998,1800,8085
999,1801,8085
1000,1804,8085
1001,1805,8085
1002,1814,1615
1003,1815,1615
1004,1815,5145
1005,1823,4479
1006,1824,4479
1007,1839,3867
1008,1843,1604
1009,1845,4473
1010,1846,4295
1011,1848,4695
1012,1849,6412
1013,1850,1137
1014,1852,3599
1015,1852,616
1016,1853,4639
1017,1853,5514
1018,1856,1220
1019,1869,654
1020,1877,6188
1021,1877,7489
1022,1879,6188
1023,1879,7489
1024,1883,6188
1025,1883,7489
1026,1887,8336
1027,1887,8337
1028,1887,8399
1029,1888,3810
1030,1889,3810
1031,1889,8883
1032,1891,3810
1033,1891,2944
1034,1891,3390
1035,1893,3810
1036,1893,1086
1037,1894,4473
1038,1896,1691
1039,1896,4473
1040,1898,4473
1041,1902,8806
1042,1902,4473
1043,1902,1691
1044,1902,222
1045,1902,9199
1046,1911,8596
1047,1914,8596
1048,1925,1820
1049,1925,6898
1050,1931,577
1051,1934,5376
1052,1935,5376
1053,1935,7943
1054,1936,5376
1055,1936,6761
1056,1937,5376
1057,1937,4060
1058,1937,2711
1059,1946,5376
1060,1946,2326
1061,1947,5376
1062,1955,1194
1063,1955,4861
1064,1955,1516
1065,1957,1194
1066,1957,2997
1067,1958,8115
1068,1959,1194
1069,1959,2997
1070,1960,1194
1071,1960,8087
1072,1972,3660
1073,1976,4650
1074,1982,1194
1075,1984,1194
1076,1984,5827
1077,1984,3162
1078,1985,1194
1079,1985,3016
1080,1987,1616
1081,1988,3836
1082,1990,1194
1083,1990,6642
1084,1990,3162
1085,1991,3867
1086,1993,3867
1087,1999,1469
1088,2002,3563
1089,2004,6952
1090,2005,3563
1091,2010,2691
1092,2011,2691
1093,2015,2691
1094,2019,7964
1095,2022,544
1096,2022,626
1097,2025,544
1098,2025,3970
1099,2026,7078
1100,2028,544
1101,2028,7519
1102,2034,544
1103,2034,2609
1104,2034,8907
1105,2043,6690
1106,2045,7134
1107,2045,2697
1108,2046,7134
1109,2046,2697
1110,2048,7134
1111,2048,8691
1112,2049,7134
1113,2051,7134
1114,2052,7134
1115,2054,7134
1116,2056,6737
1117,2057,6678
1118,2058,5873
1119,2058,9158
1120,2058,1048
1121,2059,7134
1122,2067,1599
1123,2068,1599
1124,2071,1599
1125,2072,1599
1126,2074,1599
1127,2077,6435
1128,2077,1599
1129,2078,1599
1130,2081,2155
1131,2081,1599
1132,2093,8194
1133,2094,8194
1134,2094,5187
1135,2095,8194
1136,2096,8194
1137,2099,1755
1138,2099,8194
1139,2100,8194
1140,2100,4959
1141,2100,3457
1142,2100,8647
1143,2100,118
1144,2100,7215
1145,2102,4248
1146,2103,8194
1147,2103,7639
1148,2104,5122
1149,2104,8194
1150,2107,6974
1151,2109,8647
1152,2112,621
1153,2112,7519
1154,2112,6797
1155,2113,621
1156,2113,5189
1157,2113,1775
1158,2122,621
1159,2122,5189
1160,2123,6354
1161,2123,6910
1162,2126,4530
1163,2127,8558
1164,2127,4542
1165,2127,6398
1166,2136,6047
1167,2137,6047
1168,2140,5489
1169,2142,8476
1170,2144,5691
1171,2144,451
1172,2144,163
1173,2151,3810
1174,2151,3390
1175,2152,4741
1176,2153,3810
1177,2155,3810
1178,2155,1928
1179,2156,3810
1180,2156,3727
1181,2156,430
1182,2156,7335
1183,2156,5919
1184,2156,1925
1185,2157,4952
1186,2157,8681
1187,2166,2548
1188,2166,2090
1189,2167,3946
1190,2167,2828
1191,2176,4656
1192,2178,3124
1193,2178,2679
1194,2179,3124
1195,2179,2153
1196,2182,3124
1197,2182,7645
1198,2182,2891
1199,2183,3124
1200,2183,7430
1201,2183,2891
1202,2186,3940
1203,2186,1080
1204,2187,3966
1205,2199,2112
1206,2203,1821
1207,2204,8602
1208,2204,4213
1209,2205,34
1210,2205,2710
1211,2209,4557
1212,2211,4220
1213,2211,4397
1214,2218,7789
1215,2219,3996
1216,2222,1740
1217,2226,2356
1218,2227,2356
1219,2228,5436
1220,2228,141
1221,2236,5727
1222,2249,8231
1223,2250,8231
1224,2253,8231
1225,2255,1582
1226,2257,1582
1227,2257,7451
1228,2257,8439
1229,2265,5024
1230,2265,7820
1231,2267,4458
1232,2267,3063
1233,2279,1821
1234,2281,8774
1235,2281,7198
1236,2282,8774
1237,2283,5574
1238,2285,5574
1239,2287,8774
1240,2289,8774
1241,2289,7933
1242,2296,8293
1243,2299,8485
1244,2299,5562
1245,2304,3480
1246,2305,2236
1247,2305,5056
1248,2306,2236
1249,2306,7065
1250,2307,2236
1251,2307,5915
1252,2309,2236
1253,2309,1518
1254,2314,2236
1255,2315,9180
1256,2315,263
1257,2319,9180
1258,2322,2137
1259,2322,4359
1260,2326,2137
1261,2327,3576
1262,2327,3405
1263,2327,1395
1264,2329,3576
1265,2329,1395
1266,2330,7785
1267,2330,3576
1268,2331,3576
1269,2333,3576
1270,2333,1341
1271,2333,8974
1272,2336,982
1273,2338,982
1274,2343,982
1275,2348,2208
1276,2348,21
1277,2353,7905
1278,2353,4749
1279,2367,1821
1280,2368,1821
1281,2370,1821
1282,2371,1821
1283,2372,1821
1284,2373,3962
1285,2375,6760
1286,2378,3962
1287,2386,3311
1288,2386,9057
1289,2388,3805
1290,2388,6656
1291,2388,3311
1292,2389,3311
1293,2389,9057
1294,2390,3311
1295,2390,1046
1296,2400,6090
1297,2400,2176
1298,2404,2975
1299,2404,8840
1300,2404,3311
1301,2407,2271
1302,2409,2975
1303,2409,8840
1304,2409,3311
1305,2411,4660
1306,2412,2371
1307,2423,8269
1308,2430,8269
1309,2442,8518
1310,2443,5737
1311,2443,3114
1312,2445,8353
1313,2452,8538
1314,2452,4894
1315,2473,3324
1316,2473,3033
1317,2486,9127
1318,2486,8084
1319,2494,3152
1320,2494,6672
1321,2494,8300
1322,2494,5637
1323,2495,3152
1324,2495,1516
1325,2495,733
1326,2499,4563
1327,2501,3152
1328,2501,5984
1329,2504,3152
1330,2504,4408
1331,2506,3152
1332,2506,8793
1333,2508,3152
1334,2508,2284
1335,2508,6672
1336,2519,8783
1337,2520,3277
1338,2521,8643
1339,2526,4588
1340,2526,3011
1341,2527,4588
1342,2527,3011
1343,2528,4588
1344,2528,5561
1345,2529,4588
1346,2529,6904
1347,2529,5561
1348,2530,4588
1349,2530,3011
1350,2531,4588
1351,2531,5561
1352,2535,4588
1353,2535,3011
1354,2536,4588
1355,2536,3011
1356,2538,4588
1357,2538,6997
1358,2539,4588
1359,2539,6997
1360,2541,4588
1361,2541,6997
1362,2542,4588
1363,2542,3011
1364,2543,4588
1365,2543,6997
1366,2545,4715
1367,2547,4715
1368,2547,9202
1369,2547,4065
1370,2549,4715
1371,2549,9202
1372,2549,3153
1373,2549,7488
1374,2551,3596
1375,2552,3596
1376,2552,400
1377,2557,5730
1378,2557,440
1379,2560,4681
1380,2560,1861
1381,2567,9127
1382,2581,1679
1383,2584,1686
1384,2584,8655
1385,2584,2870
1386,2586,8346
1387,2586,5705
1388,2595,95
1389,2595,3603
1390,2612,5489
1391,2613,7982
1392,2613,5489
1393,2615,1437
1394,2615,5012
1395,2619,1194
1396,2619,1869
1397,2619,1255
1398,2626,1194
1399,2626,2232
1400,2646,2483
1401,2646,5784
1402,2646,6961
1403,2646,2186
1404,2654,3202
1405,2655,3202
1406,2655,8098
1407,2661,3202
1408,2673,1769
1409,2677,4517
1410,2678,4517
1411,2678,4045
1412,2680,9134
1413,2680,9134
1414,2680,4567
1415,2686,3288
1416,2686,7055
1417,2687,3288
1418,2687,6324
1419,2688,3288
1420,2688,5165
1421,2692,3288
1422,2692,4329
1423,2692,1726
1424,2696,2884
1425,2696,6416
1426,2698,2884
1427,2698,1692
1428,2701,2884
1429,2701,4073
1430,2702,2884
1431,2702,8864
1432,2705,3255
1433,2706,2884
1434,2706,939
1435,2710,2884
1436,2711,2884
1437,2711,5042
1438,2711,2607
1439,2713,2884
1440,2713,8546
1441,2715,5696
1442,2718,1933
1443,2718,4714
1444,2718,7720
1445,2719,6302
1446,2722,32
1447,2722,6907
1448,2723,4950
1449,2725,8921
1450,2725,3169
1451,2725,3223
1452,2725,5177
1453,2727,7924
1454,2727,4190
1455,2727,1234
1456,2731,6937
1457,2735,1768
1458,2743,1669
1459,2745,9101
1460,2745,5853
1461,2749,2144
1462,2756,3900
1463,2756,1991
1464,2761,2545
1465,2761,7835
1466,2761,1606
1467,2767,3386
1468,2768,3386
1469,2768,4831
1470,2768,2421
1471,2770,3386
1472,2770,4831
1473,2770,2421
1474,2778,7283
1475,2781,5288
1476,2785,4500
1477,2794,8608
1478,2802,1719
1479,2804,1719
1480,2810,7654
1481,2810,1451
1482,2811,5467
1483,2814,5467
1484,2815,5467
1485,2815,3007
1486,2817,5467
1487,2817,5813
1488,2819,5467
1489,2820,2764
1490,2820,7136
1491,2820,7688
1492,2821,2764
1493,2821,2671
1494,2822,2764
1495,2823,2764
1496,2823,6169
1497,2823,8013
1498,2826,129
1499,2834,5737
1500,2834,1806
1501,2834,8038
1502,2835,5737
1503,2835,6144
1504,2836,4804
1505,2836,2097
1506,2843,8470
1507,2847,4804
1508,2851,4804
1509,2855,2448
1510,2855,7284
1511,2860,8467
1512,2864,8748
1513,2868,7700
1514,2871,8748
1515,2872,8748
1516,2873,8748
1517,2875,8748
1518,2877,8696
1519,2877,8748
1520,2877,1465
1521,2879,8659
1522,2880,8659
1523,2881,8659
1524,2882,8659
1525,2883,8659
1526,2885,8775
1527,2885,8455
1528,2885,9212
1529,2885,9216
1530,2886,8775
1531,2886,8455
1532,2887,8775
1533,2887,8455
1534,2893,8811
1535,2895,6675
1536,2895,4289
1537,2896,6675
1538,2898,6675
1539,2899,6675
1540,2900,6675
1541,2900,3933
1542,2906,8659
1543,2907,8659
1544,2912,2844
1545,2912,8256
1546,2917,2844
1547,2920,2844
1548,2921,6227
1549,2921,7687
1550,2923,2844
1551,2928,2844
1552,2932,1603
1553,2932,8879
1554,2933,1603
1555,2933,4335
1556,2934,1603
1557,2934,6159
1558,2937,1603
1559,2937,616
1560,2940,1603
1561,2942,1603
1562,2942,5508
1563,2942,1176
1564,2949,5737
1565,2949,6694
1566,2949,1552
1567,2949,8922
1568,2952,5737
1569,2952,5147
1570,2953,5737
1571,2953,3127
1572,2953,5365
1573,2956,5737
1574,2956,3127
1575,2956,4423
1576,2956,8949
1577,2958,5737
1578,2958,2210
1579,2960,5737
1580,2960,2945
1581,2962,5737
1582,2962,6142
1583,2962,2210
1584,2965,5737
1585,2967,5737
1586,2967,5249
1587,2967,8839
1588,2967,6027
1589,2968,5737
1590,2968,1218
1591,2971,5737
1592,2971,1218
1593,2973,5737
1594,2973,5365
1595,2978,3717
1596,2988,5376
1597,2988,993
1598,2988,8246
1599,2997,6348
1600,2998,2653
1601,3003,2653
1602,3003,7870
1603,3004,5765
1604,3004,2653
1605,3004,5398
1606,3004,587
1607,3006,2653
1608,3006,229
1609,3008,2653
1610,3008,6343
1611,3011,421
1612,3014,284
1613,3014,2653
1614,3014,7021
1615,3023,8612
1616,3025,8612
1617,3040,8612
1618,3041,8612
1619,3042,8612
1620,3047,8612
1621,3051,7972
1622,3051,4609
1623,3053,146
1624,3055,146
1625,3056,6563
1626,3061,4955
1627,3061,5498
1628,3065,359
1629,3066,750
1630,3066,4514
1631,3067,750
1632,3067,7474
1633,3068,750
1634,3068,4512
1635,3070,5123
1636,3072,750
1637,3072,153
1638,3075,5892
1639,3075,2416
1640,3084,2416
1641,3087,2204
1642,3088,2204
1643,3088,735
1644,3100,5279
1645,3100,2204
1646,3101,2204
1647,3101,2989
1648,3101,2386
1649,3102,2204
1650,3103,2204
1651,3104,6580
1652,3105,2204
1653,3107,7486
1654,3113,3053
1655,3117,3051
1656,3119,3051
1657,3120,3051
1658,3130,1903
1659,3142,3521
1660,3142,9050
1661,3144,3904
1662,3145,3904
1663,3147,3521
1664,3147,6615
1665,3152,3904
1666,3155,3904
1667,3155,5463
1668,3156,3904
1669,3156,5463
1670,3167,7001
1671,3167,738
1672,3207,7001
1673,3207,7174
1674,3231,7001
1675,3231,738
1676,3232,545
1677,3232,8908
1678,3248,544
1679,3248,6878
1680,3248,3430
1681,3254,2583
1682,3254,2990
1683,3258,1767
1684,3258,7359
1685,3258,77
1686,3258,8114
1687,3258,2583
1688,3273,105
1689,3280,2505
1690,3283,385
1691,3283,6559
1692,3283,7228
1693,3290,3498
1694,3290,5569
1695,3291,3498
1696,3293,3498
1697,3293,7256
1698,3293,4897
1699,3298,3498
1700,3300,3498
1701,3300,5569
1702,3301,3498
1703,3302,3498
1704,3303,3498
1705,3304,3498
1706,3304,5569
1707,3311,9139
1708,3316,3521
1709,3316,2557
1710,3325,3904
1711,3325,4005
1712,3340,5696
1713,3340,7802
1714,3341,5696
1715,3341,1558
1716,3343,5696
1717,3344,5696
1718,3345,5696
1719,3346,5696
1720,3347,5696
1721,3348,5696
1722,3348,7802
1723,3351,6548
1724,3351,3758
1725,3351,1615
1726,3351,6047
1727,3351,1909
1728,3351,7180
1729,3351,7368
1730,3351,8317
1731,3351,1918
1732,3357,3563
1733,3359,8915
1734,3359,3609
1735,3368,8265
1736,3384,2144
1737,3388,5374
1738,3402,2619
1739,3402,7887
1740,3403,5124
1741,3404,5124
