library_book_id,library_id,book_id,qty
350,9,27126,76
351,9,18990,69
352,6,27660,42
353,5,4950,32
354,5,24010,53
355,2,35433,18
356,1,21671,33
357,2,17496,48
358,9,7821,56
359,10,4331,58
360,8,31076,75
361,10,42652,4
362,8,22283,63
363,1,16371,40
364,8,5204,16
365,6,5659,57
366,3,18826,81
367,8,5338,65
368,4,12075,52
369,8,34845,41
370,8,39308,64
371,8,39339,56
372,2,13493,39
373,5,19608,11
374,9,6899,16
375,3,28671,6
376,10,19802,88
377,6,16357,5
378,2,18449,75
379,6,19290,12
380,6,29934,73
381,4,30039,85
382,4,14535,42
383,6,19608,46
384,2,13083,42
385,9,13947,86
386,3,31114,82
387,6,14790,19
388,4,35810,57
389,6,29734,97
390,8,42883,62
391,6,35402,9
392,5,28944,57
393,10,13616,54
394,3,24807,24
395,3,26401,29
396,6,13831,55
397,9,44158,18
398,4,34325,51
399,10,15973,79
400,5,9923,9
401,3,20502,57
402,9,28086,59
403,5,40532,97
404,8,19067,35
405,4,29367,7
406,2,11705,86
407,10,23314,25
408,3,30191,71
409,4,7533,41
410,2,17067,82
411,5,15652,58
412,6,3416,36
413,6,1499,16
414,2,31849,100
415,8,20694,44
416,5,9151,94
417,8,44325,33
418,2,8809,88
419,3,22278,86
420,3,41667,33
421,10,25060,4
422,1,32413,66
423,4,10517,18
424,1,17914,54
425,3,34050,2
426,2,11208,17
427,8,40530,24
428,10,41909,51
429,1,19476,74
430,8,42606,69
431,5,16085,78
432,3,32102,5
433,2,23318,95
434,2,8712,1
435,5,43594,27
436,4,28810,6
437,3,34766,36
438,8,35365,57
439,7,8917,88
440,9,32414,11
441,1,45531,30
442,9,17214,33
443,7,30403,83
444,9,6200,77
445,10,6613,5
446,8,32957,25
447,10,39690,100
448,8,5134,71
449,7,10332,52
450,9,10023,1
451,7,5912,17
452,8,181,19
453,1,22463,29
454,1,3155,63
455,7,2204,37
456,5,764,16
457,10,12571,6
458,10,8862,43
459,6,35997,10
460,2,7615,8
461,8,10770,27
462,5,15497,73
463,9,33418,25
464,7,24751,98
465,8,27579,50
466,10,1440,51
467,8,16199,25
468,5,8247,6
469,8,23001,15
470,7,29150,25
471,8,44184,61
472,4,3580,93
473,2,18448,59
474,4,34229,99
475,8,45343,50
476,7,7520,30
477,6,1191,91
478,3,4894,60
479,6,22209,22
480,10,10951,53
481,7,3939,75
482,7,5800,23
483,8,4805,56
484,9,35574,25
485,2,35406,19
486,8,35475,48
487,8,12684,30
488,9,19401,42
489,3,16697,30
490,3,7337,82
491,3,16543,58
492,4,20424,27
493,6,25025,36
494,6,42485,59
495,9,23984,37
496,10,16562,8
497,6,32510,17
498,7,10,31
499,3,7126,73
500,3,6224,55
501,1,629,26
502,7,30282,66
503,3,43487,56
504,5,34312,79
505,1,1177,77
506,7,33957,57
507,3,5845,35
508,9,5376,35
509,5,22364,14
510,5,15887,11
511,1,34303,54
512,7,33439,84
513,1,42956,83
514,4,31923,4
515,9,32295,91
516,10,15209,5
517,7,23114,56
518,8,18489,8
519,4,13285,50
520,3,9262,72
521,6,2389,40
522,7,23222,25
523,1,15600,4
524,8,3449,27
525,7,7140,84
526,7,21325,1
527,6,29470,61
528,7,28920,4
529,6,12157,69
530,2,3101,61
531,1,29227,93
532,6,25777,23
533,1,15082,69
534,3,27804,83
535,4,7337,100
536,3,26146,62
537,4,10993,48
538,5,32122,41
539,5,28734,21
540,3,19498,5
541,8,13747,28
542,2,76,21
543,3,28760,7
544,1,31979,39
545,2,39181,1
546,9,4418,70
547,8,38855,47
548,5,3803,57
549,3,32961,18
550,8,29627,68
551,7,14060,56
552,5,31938,97
553,5,21974,70
554,8,3682,45
555,1,17778,69
556,9,15318,9
557,3,25672,79
558,8,39030,18
559,1,12646,21
560,3,44595,15
561,5,16352,6
562,1,19909,81
563,5,10603,67
564,9,45289,79
565,10,7572,34
566,3,25044,71
567,9,7370,92
568,6,38674,17
569,8,43739,14
570,9,4249,16
571,9,23265,43
572,7,16892,55
573,6,26723,73
574,4,37231,76
575,1,39822,39
576,1,36266,1
577,10,10311,48
578,1,22736,87
579,1,24060,26
580,10,7788,24
581,6,13872,93
582,9,28557,50
583,9,19670,78
584,10,2719,38
585,6,7559,82
586,5,26689,44
587,10,15577,63
588,9,7967,45
589,8,27423,84
590,5,34545,91
591,10,32104,25
592,7,9957,81
593,9,33356,60
594,9,25802,98
595,5,4451,50
596,1,7681,73
597,5,1014,90
598,3,32433,65
599,5,41423,1
600,7,28948,47
601,7,403,5
602,7,38601,13
603,10,30036,82
604,9,7011,33
605,7,32443,75
606,5,38564,8
607,4,6466,6
608,6,12468,42
609,9,25817,50
610,8,12114,28
611,9,9593,77
612,2,16468,58
613,5,11619,24
614,3,27862,56
615,6,22586,39
616,2,21719,42
617,8,5882,9
618,4,25866,67
619,7,3593,11
620,2,2495,45
621,1,30340,98
622,3,22482,75
623,4,11701,70
624,9,7599,79
625,5,4685,23
626,4,18929,35
627,10,71,85
628,9,28547,73
629,4,12451,69
630,3,30298,25
631,1,23003,18
632,10,2074,47
633,10,3731,72
634,8,1752,70
635,2,32443,64
636,8,3770,31
637,2,10669,1
638,3,1326,95
639,7,24379,57
640,3,29406,38
641,6,43926,83
642,8,37240,28
643,2,22332,98
644,5,29084,73
645,7,1914,93
646,4,30206,66
647,6,6184,43
648,6,28688,60
649,2,30349,67
650,1,41573,19
651,8,31366,3
652,8,35790,15
653,8,28637,24
654,9,22339,79
655,4,44540,95
656,9,2581,52
657,8,1976,15
658,2,39889,43
659,10,14386,81
660,9,20879,35
661,4,33727,62
662,9,18966,100
663,1,23763,90
664,7,11297,27
665,9,3801,69
666,7,21032,36
667,3,5736,32
668,4,41919,19
669,10,10787,79
670,2,43372,28
671,8,43340,11
672,7,16535,11
673,10,6658,89
674,6,37854,56
675,7,22485,23
676,4,45549,78
677,3,32715,55
678,9,13688,94
679,7,42300,34
680,9,45585,69
681,10,15902,10
682,8,4926,76
683,6,18057,38
684,5,28868,21
685,6,28860,45
686,7,19254,76
687,4,18963,75
688,10,6200,40
689,10,16999,7
690,1,19484,5
691,1,34320,16
692,10,24703,51
693,7,16352,54
694,9,32900,47
695,3,35292,10
696,9,35926,84
697,8,6751,9
698,6,29932,64
699,8,28427,71
700,9,2520,81
701,8,38376,40
702,10,22302,3
703,7,24636,90
704,9,18029,18
705,8,25373,95
706,3,13867,35
707,2,4066,4
708,5,16115,5
709,9,2527,29
710,10,25510,92
711,10,12623,54
712,5,23640,53
713,7,37656,7
714,6,12879,62
715,8,25241,44
716,7,5337,82
717,1,888,71
718,1,13382,25
719,2,11995,32
720,8,14648,7
721,10,2281,31
722,5,37241,88
723,9,45595,58
724,10,14567,15
725,10,34497,8
726,8,21527,71
727,3,23848,51
728,8,2333,25
729,3,26189,42
730,10,18055,8
731,4,17031,8
732,7,25941,56
733,6,38874,17
734,7,10412,55
735,3,40664,12
736,1,45431,52
737,6,41782,43
738,1,19353,77
739,10,32625,61
740,8,28358,17
741,8,22801,7
742,6,37390,91
743,3,28012,1
744,1,38592,83
745,4,22687,27
746,2,11623,8
747,4,9873,26
748,7,38992,41
749,7,12240,98
750,3,4472,15
751,9,19164,65
752,7,26448,5
753,9,44533,88
754,8,2768,32
755,9,11044,13
756,9,30366,10
757,7,32703,22
758,5,22431,14
759,4,29395,98
760,1,38560,15
761,7,18380,6
762,2,1403,21
763,9,40132,62
764,9,30811,55
765,7,34153,8
766,2,2531,38
767,1,10808,31
768,1,7366,99
769,8,21745,48
770,7,9582,37
771,4,22831,48
772,6,37516,89
773,7,37189,68
774,9,6157,98
775,7,8917,84
776,8,15195,7
777,7,17152,77
778,8,7536,22
779,1,11921,100
780,9,2847,59
781,2,2304,34
782,6,12771,88
783,2,8834,37
784,9,27423,92
785,1,39936,78
786,7,8359,7
787,3,2045,79
788,7,16464,10
789,7,14072,27
790,9,43488,36
791,1,30851,75
792,5,34542,25
793,6,1226,25
794,6,27243,45
795,2,1761,30
796,4,41909,80
797,3,9571,80
798,2,23774,92
799,2,1022,60
800,6,3770,81
801,5,32275,50
802,7,17320,75
803,2,27520,63
804,6,24647,38
805,1,11900,82
806,3,35419,52
807,3,19400,28
808,4,16951,94
809,4,13562,2
810,3,31483,52
811,4,23533,36
812,8,25348,4
813,1,22550,33
814,8,40259,42
815,1,26064,71
816,4,10147,30
817,5,35553,40
818,3,21928,62
819,8,8632,50
820,9,28420,51
821,10,18013,100
822,8,4200,56
823,6,1479,24
824,8,23720,25
825,10,11917,23
826,3,31222,37
827,8,39346,88
828,3,2004,90
829,6,43352,16
830,10,18722,50
831,7,34866,47
832,8,14551,31
833,6,30224,87
834,1,1634,80
835,2,35295,6
836,2,2442,39
837,7,28428,35
838,10,5665,39
839,7,30411,9
840,7,11269,71
841,8,32080,3
842,4,24220,77
843,1,31040,100
844,5,1117,64
845,5,24923,63
846,6,23293,44
847,8,6152,77
848,8,15673,26
849,9,12937,22
850,2,8255,40
851,3,22017,16
852,9,24094,24
853,7,16809,92
854,3,42701,95
855,5,5071,27
856,1,13800,35
857,10,42929,32
858,3,41487,1
859,4,28867,46
860,7,3870,63
861,10,37774,46
862,9,15652,67
863,5,41451,26
864,9,22163,73
865,6,19792,35
866,7,8221,74
867,6,9490,77
868,8,12297,71
869,9,9423,91
870,5,7101,21
871,7,32750,76
872,2,10172,49
873,1,42798,90
874,1,1693,98
875,1,21277,66
876,8,22741,45
877,3,18294,25
878,3,7041,46
879,6,333,50
880,9,28695,20
881,1,7606,53
882,1,2289,62
883,3,17005,83
884,6,36255,70
885,10,25993,3
886,10,15594,26
887,7,16683,37
888,5,23158,1
889,6,26147,99
890,9,27690,75
891,2,9646,1
892,1,21315,48
893,6,8221,28
894,2,18427,98
895,7,14186,86
896,8,42876,22
897,6,13177,5
898,3,8804,73
899,6,13584,43
900,3,36316,66
901,4,22036,63
902,6,3803,37
903,5,37743,82
904,9,10988,60
905,4,23057,38
906,4,37435,10
907,9,38860,44
908,3,28850,97
909,3,39639,18
910,8,30415,10
911,8,2526,15
912,8,12840,61
913,6,42738,49
914,4,14485,73
915,8,31437,11
916,10,44045,10
917,1,35907,52
918,1,18449,35
919,5,36677,84
920,3,21071,81
921,2,16390,90
922,3,19316,90
923,10,23720,47
924,9,17861,25
925,9,7315,33
926,10,17862,90
927,7,17890,97
928,7,24284,84
929,3,22945,49
930,2,23693,82
931,6,36261,65
932,8,27171,94
933,5,32682,84
934,8,14414,18
935,6,7201,48
936,7,41491,44
937,7,20913,82
938,9,30978,94
939,5,38739,87
940,10,23584,45
941,4,45585,52
942,7,5139,44
943,9,28532,54
944,8,12352,59
945,2,27785,24
946,5,37598,32
947,7,31626,95
948,9,27397,99
949,3,44164,38
950,1,14741,22
951,4,31200,61
952,5,8542,68
953,6,44585,58
954,6,12853,53
955,4,16527,87
956,5,8761,20
957,2,35048,23
958,5,32408,4
959,2,11000,62
960,7,6870,17
961,9,6167,99
962,10,17150,52
963,6,36532,48
964,5,815,38
965,3,33342,87
966,1,12451,97
967,2,32774,43
968,9,10909,38
969,2,13667,21
970,1,14487,34
971,3,42558,54
972,3,12275,76
973,9,21121,75
974,5,26595,58
975,4,30357,31
976,5,6129,96
977,7,10929,76
978,8,43739,32
979,2,35432,80
980,6,22966,38
981,2,3491,63
982,9,3782,56
983,6,9030,60
984,10,31101,94
985,3,13783,99
986,4,19433,38
987,7,24403,70
988,10,12993,3
989,10,20234,55
990,10,23000,69
991,9,28807,68
992,8,7769,35
993,6,39685,61
994,1,45515,43
995,7,14666,46
996,9,14305,24
997,6,28670,48
998,4,29627,91
999,1,27310,73
1000,6,9713,89
1001,8,31980,41
1002,3,8053,54
1003,2,45431,84
1004,9,15276,84
1005,7,41719,85
1006,9,35413,56
1007,3,165,63
1008,9,45531,84
1009,4,5371,77
1010,6,12069,21
1011,3,5957,17
1012,7,24880,93
1013,1,16093,10
1014,10,28413,63
1015,1,29378,13
1016,6,36904,98
1017,8,32578,29
1018,10,6222,47
1019,7,12075,58
1020,3,13517,79
1021,6,20315,87
1022,10,12000,53
1023,1,4704,74
1024,7,3566,58
1025,7,25790,90
1026,4,6551,76
1027,6,33159,66
1028,7,18525,60
1029,1,32986,51
1030,5,21182,46
1031,9,14604,72
1032,10,19263,69
1033,10,7898,70
1034,1,21059,83
1035,5,9051,6
1036,6,31999,49
1037,1,17701,69
1038,7,11566,57
1039,1,13854,16
1040,3,13501,47
1041,1,1856,63
1042,3,841,54
1043,9,13981,79
1044,8,2819,50
1045,2,33957,89
1046,1,37262,53
1047,8,7733,24
1048,1,5111,97
1049,10,1642,33
1050,1,35602,79
1051,4,30215,18
1052,3,31030,56
1053,4,2802,46
1054,3,4898,86
1055,6,2327,67
1056,9,43926,100
1057,1,14289,52
1058,2,42018,35
1059,5,11876,9
1060,8,4990,78
1061,1,33904,83
1062,1,17850,51
1063,9,25299,63
1064,8,23777,76
1065,2,20323,79
1066,9,39785,45
1067,10,28026,56
1068,1,28206,9
1069,10,7785,47
1070,3,38075,52
1071,10,11657,79
1072,6,23816,66
1073,2,28913,84
1074,5,1536,22
1075,10,44621,4
1076,6,21947,21
1077,5,38315,25
1078,5,32434,41
1079,8,28736,38
1080,10,26054,62
1081,6,39970,22
1082,3,29593,62
1083,5,30107,42
1084,10,4925,96
1085,1,16452,81
1086,10,36314,39
1087,5,3918,5
1088,3,5931,55
1089,5,43220,60
1090,3,15085,98
1091,10,43562,75
1092,2,12288,81
1093,1,28296,51
1094,5,22562,77
1095,7,7909,66
1096,8,40387,46
1097,6,11549,38
1098,6,31361,65
1099,4,33929,43
1100,3,19370,4
1101,1,16779,64
1102,6,21489,89
1103,1,35417,91
1104,6,24438,73
1105,1,15578,10
1106,5,1642,70
1107,7,15225,83
1108,8,7974,73
1109,6,21505,51
1110,4,10787,5
1111,3,7549,21
1112,9,31366,33
1113,10,30923,92
1114,1,11861,64
1115,2,15096,40
1116,4,28004,66
1117,3,10490,82
1118,5,28674,85
1119,4,22200,81
1120,3,39989,73
1121,3,23877,24
1122,1,2519,1
1123,3,28568,82
1124,4,5693,13
1125,1,22123,50
1126,9,37186,51
1127,4,11159,38
1128,2,41103,22
1129,3,6426,66
1130,10,43072,53
1131,7,3660,54
1132,9,20097,31
1133,5,2495,88
1134,8,37444,19
1135,8,40007,77
1136,8,30043,37
1137,3,11594,67
1138,10,13722,87
1139,10,40259,33
1140,8,3774,40
1141,10,39068,69
1142,6,38311,71
1143,1,24066,76
1144,10,14003,71
1145,2,31860,10
1146,3,25319,48
1147,6,13986,14
1148,2,27548,51
1149,6,12526,30
1150,7,21073,84
1151,3,2155,22
1152,3,17188,4
1153,1,7590,88
1154,8,4077,100
1155,4,13180,87
1156,9,24457,33
1157,8,38917,79
1158,2,25044,33
1159,7,45121,96
1160,8,31099,74
1161,9,11383,4
1162,7,21494,74
1163,10,40281,99
1164,8,31644,6
1165,6,36311,61
1166,3,8895,100
1167,10,10912,22
1168,2,40989,55
1169,3,9635,41
1170,6,25473,47
1171,7,7778,92
1172,5,34153,54
1173,4,41703,68
1174,4,38169,5
1175,4,22302,100
1176,5,12770,86
1177,4,16888,9
1178,9,8153,56
1179,10,25653,55
1180,10,14295,96
1181,9,34768,68
1182,3,30702,52
1183,4,3087,20
1184,3,24970,66
1185,5,34208,52
1186,8,22060,35
1187,6,10537,61
1188,5,44067,55
1189,10,6138,25
1190,8,1664,71
1191,9,11324,40
1192,4,43678,24
1193,6,8529,55
1194,9,41087,65
1195,9,15705,79
1196,1,18338,96
1197,8,44634,19
1198,9,33768,97
1199,7,30193,40
1200,10,3531,83
1201,1,44921,60
1202,5,33052,39
1203,3,10987,51
1204,10,33130,54
1205,2,44545,25
1206,4,21530,32
1207,4,22338,83
1208,6,16285,55
1209,4,19152,17
1210,10,33292,5
1211,3,38773,60
1212,8,16986,44
1213,5,1381,26
1214,1,2545,8
1215,4,40706,16
1216,8,27491,47
1217,3,33198,18
1218,3,4135,33
1219,8,12466,20
1220,8,33547,15
1221,6,9325,18
1222,8,40425,9
1223,1,39961,30
1224,2,38786,89
1225,4,9862,95
1226,4,45585,18
1227,8,20868,7
1228,6,7599,26
1229,4,10985,42
1230,6,27293,29
1231,9,13654,49
1232,9,44511,55
1233,10,22242,67
1234,4,16286,100
1235,3,4921,99
1236,3,27222,28
1237,7,14658,71
1238,1,37067,80
1239,8,37036,53
1240,5,31115,6
1241,8,27194,73
1242,7,12301,68
1243,8,33443,95
1244,10,17295,14
1245,9,24836,46
1246,2,23845,19
1247,2,34472,93
1248,4,129,64
1249,9,14473,15
1250,5,32257,15
1251,10,41821,48
1252,4,1206,65
1253,2,4043,44
1254,5,23319,81
1255,2,14428,66
1256,9,42990,58
1257,4,35810,47
1258,8,766,40
1259,2,28563,46
1260,9,38667,21
1261,4,30702,82
1262,3,13541,45
1263,9,19614,60
1264,9,26210,43
1265,1,37736,5
1266,6,10970,73
1267,4,40490,85
1268,2,20422,20
1269,10,33837,33
1270,7,29406,57
1271,10,41270,53
1272,5,37526,70
1273,4,27252,53
1274,5,23224,37
1275,2,27167,73
1276,9,3053,19
1277,9,30005,92
1278,1,11157,12
1279,1,28689,78
1280,2,16598,18
1281,5,43878,5
1282,2,11002,91
1283,8,22285,30
1284,8,21539,3
1285,8,36667,35
1286,6,17724,8
1287,6,20895,93
1288,2,32446,35
1289,2,7268,90
1290,4,10416,62
1291,9,11643,29
1292,10,39045,27
1293,2,4338,25
1294,1,23601,54
1295,6,45116,22
1296,6,3469,92
1297,3,33490,21
1298,10,12398,31
1299,6,21836,37
1300,5,37979,83
1301,4,10966,66
1302,7,17098,56
1303,2,30067,57
1304,5,16900,6
1305,2,30517,55
1306,7,1879,28
1307,4,44045,42
1308,3,37526,34
1309,4,5478,42
1310,1,21107,40
1311,8,43723,54
1312,1,33488,79
1313,1,24572,66
1314,8,35128,64
1315,8,213,54
1316,6,3759,95
1317,7,2068,11
1318,2,9435,55
1319,2,14194,10
1320,9,94,43
1321,10,36368,38
1322,7,34268,21
1323,8,32107,36
1324,7,13925,95
1325,5,37700,3
1326,1,19125,35
1327,5,2875,29
1328,8,8971,67
1329,8,23404,45
1330,4,27861,87
1331,1,28859,44
1332,9,22991,17
1333,4,5356,24
1334,3,40139,20
1335,2,3688,95
1336,1,23734,6
1337,4,28977,63
1338,6,13623,42
1339,7,9144,46
1340,10,9066,51
1341,3,12975,21
1342,7,1204,37
1343,6,3357,39
1344,6,7140,11
1345,10,24781,86
1346,5,22834,81
1347,1,41103,43
1348,1,41128,39
1349,4,3068,57
1350,3,23261,47
1351,8,38463,67
1352,9,28822,40
1353,10,34762,65
1354,2,33197,47
1355,8,34241,1
1356,7,22867,99
1357,10,3685,79
1358,10,44446,94
1359,8,28529,17
1360,2,12807,83
1361,8,39180,61
1362,7,11654,98
1363,10,39582,14
1364,9,23895,80
1365,2,1243,77
1366,6,2495,5
1367,3,30734,34
1368,6,24121,18
1369,8,3801,86
1370,6,29081,99
1371,6,21122,74
1372,1,3554,18
1373,4,33938,21
1374,4,11801,59
1375,9,19633,51
1376,8,28639,24
1377,8,30274,51
1378,6,30985,50
1379,2,40273,95
1380,2,8362,54
1381,2,22348,10
1382,7,37516,57
1383,1,18519,31
1384,4,1658,30
1385,6,44559,87
1386,1,45296,71
1387,2,31823,64
1388,9,24281,86
1389,6,35870,63
1390,9,23310,38
1391,7,22482,44
1392,6,37828,41
1393,4,22478,1
1394,2,21498,19
1395,6,38296,61
1396,2,1536,19
1397,4,40076,16
1398,9,38786,2
1399,10,19099,61
1400,6,27266,19
1401,8,10884,91
1402,5,14670,94
1403,2,6745,49
1404,10,30224,11
1405,2,34541,81
1406,4,41900,69
1407,8,1579,89
1408,6,13139,23
1409,6,35499,70
1410,3,28484,6
1411,2,24865,75
1412,2,5552,22
1413,5,26591,83
1414,8,10461,48
1415,7,24955,24
1416,1,2873,69
1417,8,5805,73
1418,3,22649,89
1419,8,24094,44
1420,7,35234,98
1421,6,31087,84
1422,2,21266,79
1423,1,478,70
1424,9,13177,2
1425,4,19361,24
1426,10,40128,54
1427,5,27299,2
1428,6,20687,100
1429,6,38980,3
1430,3,30240,34
1431,3,24889,39
1432,1,19068,68
1433,5,24634,38
1434,2,13867,3
1435,4,12187,88
1436,4,7591,27
1437,4,11623,19
1438,2,22268,81
1439,5,4864,68
1440,8,420,60
1441,5,29873,46
1442,6,19099,41
1443,7,32774,6
1444,2,7494,55
1445,5,7055,24
1446,8,30712,10
1447,10,32234,63
1448,6,40379,20
1449,5,22205,73
1450,6,1461,27
1451,3,32453,73
1452,1,5372,42
1453,8,9058,7
1454,5,30174,45
1455,3,39396,25
1456,7,10058,23
1457,4,30288,80
1458,5,19100,27
1459,3,30569,98
1460,5,7582,59
1461,5,8552,6
1462,9,493,22
1463,1,29393,43
1464,4,2072,34
1465,9,34558,20
1466,7,929,11
1467,7,41105,71
1468,9,27208,100
1469,5,13006,100
1470,4,6667,71
1471,4,4900,50
1472,5,45250,49
1473,10,37807,24
1474,5,8359,25
1475,6,8726,87
1476,4,43915,21
1477,5,13529,5
1478,6,32501,45
1479,9,17252,34
1480,8,31569,36
1481,4,4698,71
1482,3,5881,1
1483,10,12616,53
1484,4,1367,96
1485,2,15640,12
1486,1,25663,80
1487,4,27599,91
1488,5,18825,9
1489,6,45041,24
1490,6,35959,15
1491,10,3065,41
1492,2,7037,55
1493,6,26576,100
1494,8,15925,40
1495,2,16640,83
1496,5,4894,5
1497,4,36461,31
1498,6,38539,19
1499,8,30187,53
